# Snapshot of LLE THROUGH-PORT spectrum
# timestamp=20260713_112956, j=554300, DV=11.747159090895252, P_in_W=0.00943581514737261, kappa_ex=1516139.3812852972
# columns: mu, f_Hz, f_THz, lambda_m, lambda_nm, P_through_dBm, P_through_W
2.150000000000000000e+02,2.006088615582743125e+14,2.006088615582742989e+02,1.494412837355712247e-06,1.494412837355712327e+03,-1.664159152278260194e+02,2.282487864793454523e-20
2.160000000000000000e+02,2.006440615582743125e+14,2.006440615582743021e+02,1.494150664972107310e-06,1.494150664972107279e+03,-1.557622268724208254e+02,2.653244745099401134e-19
2.170000000000000000e+02,2.006792615582743125e+14,2.006792615582743053e+02,1.493888584560815105e-06,1.493888584560815161e+03,-1.662635112737283123e+02,2.364007622922954834e-20
2.180000000000000000e+02,2.007144615582743125e+14,2.007144615582743086e+02,1.493626596073446970e-06,1.493626596073446990e+03,-1.634675596976650809e+02,4.500326573819691963e-20
2.190000000000000000e+02,2.007496615582743125e+14,2.007496615582743118e+02,1.493364699461648546e-06,1.493364699461648570e+03,-1.635690900614926306e+02,4.396337183220800554e-20
2.200000000000000000e+02,2.007848615582743125e+14,2.007848615582743150e+02,1.493102894677099145e-06,1.493102894677099130e+03,-1.642414597057469621e+02,3.765772064702814307e-20
2.210000000000000000e+02,2.008200615582743125e+14,2.008200615582743183e+02,1.492841181671511959e-06,1.492841181671512004e+03,-1.607182434988397404e+02,8.475701440117689521e-20
2.220000000000000000e+02,2.008552615582743125e+14,2.008552615582743215e+02,1.492579560396633852e-06,1.492579560396633951e+03,-1.644780696716276509e+02,3.566096020925158613e-20
2.230000000000000000e+02,2.008904615582743125e+14,2.008904615582742963e+02,1.492318030804245990e-06,1.492318030804246064e+03,-1.689933119750547519e+02,1.260865618570866590e-20
2.240000000000000000e+02,2.009256615582743125e+14,2.009256615582742995e+02,1.492056592846162787e-06,1.492056592846162857e+03,-1.700027198881901995e+02,9.993739186706210986e-21
2.250000000000000000e+02,2.009608615582743125e+14,2.009608615582743028e+02,1.491795246474232748e-06,1.491795246474232727e+03,-1.645322143320209989e+02,3.521912539272215783e-20
2.260000000000000000e+02,2.009960615582743125e+14,2.009960615582743060e+02,1.491533991640338049e-06,1.491533991640337945e+03,-1.673108605786547116e+02,1.857436357284449701e-20
2.270000000000000000e+02,2.010312615582743125e+14,2.010312615582743092e+02,1.491272828296394537e-06,1.491272828296394437e+03,-1.654422676825387555e+02,2.856098832810375388e-20
2.280000000000000000e+02,2.010664615582743125e+14,2.010664615582743124e+02,1.491011756394351725e-06,1.491011756394351778e+03,-1.768646076951082478e+02,2.058444824634193763e-21
2.290000000000000000e+02,2.011016615582743125e+14,2.011016615582743157e+02,1.490750775886192799e-06,1.490750775886192741e+03,-1.795430214726663110e+02,1.110958542506650077e-21
2.300000000000000000e+02,2.011368615582743125e+14,2.011368615582743189e+02,1.490489886723934613e-06,1.490489886723934660e+03,-1.667042749587902790e+02,2.135858631279239840e-20
2.310000000000000000e+02,2.011720615582743125e+14,2.011720615582743221e+02,1.490229088859627478e-06,1.490229088859627382e+03,-1.749215025062221116e+02,3.219954607470376080e-21
2.320000000000000000e+02,2.012072615582743125e+14,2.012072615582742969e+02,1.489968382245355164e-06,1.489968382245355087e+03,-1.680981325019415635e+02,1.549482764607977417e-20
2.330000000000000000e+02,2.012424615582743125e+14,2.012424615582743002e+02,1.489707766833235111e-06,1.489707766833235155e+03,-1.856359989334282545e+02,2.731493092908891518e-22
2.340000000000000000e+02,2.012776615582743125e+14,2.012776615582743034e+02,1.489447242575418638e-06,1.489447242575418613e+03,-1.859791762051204955e+02,2.523959486302722101e-22
2.350000000000000000e+02,2.013128615582743125e+14,2.013128615582743066e+02,1.489186809424089678e-06,1.489186809424089688e+03,-1.703240939925167368e+02,9.280910845202439302e-21
2.360000000000000000e+02,2.013480615582743125e+14,2.013480615582743098e+02,1.488926467331466466e-06,1.488926467331466483e+03,-1.766010961830562280e+02,2.187209490618184771e-21
2.370000000000000000e+02,2.013832615582743125e+14,2.013832615582743131e+02,1.488666216249799850e-06,1.488666216249799845e+03,-1.721663228159309824e+02,6.072502725595459809e-21
2.380000000000000000e+02,2.014184615582743125e+14,2.014184615582743163e+02,1.488406056131374769e-06,1.488406056131374726e+03,-1.833250522933072091e+02,4.650447765385230984e-22
2.390000000000000000e+02,2.014536615582743125e+14,2.014536615582743195e+02,1.488145986928509198e-06,1.488145986928509274e+03,-1.825755328932586963e+02,5.526455923972066225e-22
2.400000000000000000e+02,2.014888615582743125e+14,2.014888615582742943e+02,1.487886008593554356e-06,1.487886008593554379e+03,-1.753998179835169253e+02,2.884152377854153996e-21
2.410000000000000000e+02,2.015240615582743125e+14,2.015240615582742976e+02,1.487626121078894712e-06,1.487626121078894812e+03,-1.761278728459961656e+02,2.439005139136676964e-21
2.420000000000000000e+02,2.015592615582743125e+14,2.015592615582743008e+02,1.487366324336948188e-06,1.487366324336948082e+03,-1.777276366684228037e+02,1.687471058865566498e-21
2.430000000000000000e+02,2.015944615582743125e+14,2.015944615582743040e+02,1.487106618320165954e-06,1.487106618320166035e+03,-1.827411151319235501e+02,5.319716481058380315e-22
2.440000000000000000e+02,2.016296615582743125e+14,2.016296615582743073e+02,1.486847002981032216e-06,1.486847002981032119e+03,-1.828863016698278159e+02,5.144815831976403070e-22
2.450000000000000000e+02,2.016648615582743125e+14,2.016648615582743105e+02,1.486587478272064424e-06,1.486587478272064345e+03,-1.820113223203507857e+02,6.293145428156972433e-22
2.460000000000000000e+02,2.017000615582743125e+14,2.017000615582743137e+02,1.486328044145813275e-06,1.486328044145813237e+03,-1.774050064845777683e+02,1.817604342175342539e-21
2.470000000000000000e+02,2.017352615582743125e+14,2.017352615582743169e+02,1.486068700554862499e-06,1.486068700554862517e+03,-1.842868079894421385e+02,3.726655101472053527e-22
2.480000000000000000e+02,2.017704615582743125e+14,2.017704615582743202e+02,1.485809447451828650e-06,1.485809447451828646e+03,-1.846755600610276247e+02,3.407563784272278642e-22
2.490000000000000000e+02,2.018056615582743125e+14,2.018056615582742950e+02,1.485550284789361950e-06,1.485550284789361967e+03,-1.855056855418784778e+02,2.814695675141956224e-22
2.500000000000000000e+02,2.018408615582743125e+14,2.018408615582742982e+02,1.485291212520145023e-06,1.485291212520145109e+03,-1.869940723150142219e+02,1.997987507704442535e-22
2.510000000000000000e+02,2.018760615582743125e+14,2.018760615582743014e+02,1.485032230596894159e-06,1.485032230596894124e+03,-1.799273063978988318e+02,1.016879191022598709e-21
2.520000000000000000e+02,2.019112615582743125e+14,2.019112615582743047e+02,1.484773338972357625e-06,1.484773338972357578e+03,-1.869662407589747204e+02,2.010832630673559872e-22
2.530000000000000000e+02,2.019464615582743125e+14,2.019464615582743079e+02,1.484514537599317782e-06,1.484514537599317691e+03,-1.881389007546519849e+02,1.535005459778940971e-22
2.540000000000000000e+02,2.019816615582743125e+14,2.019816615582743111e+02,1.484255826430589176e-06,1.484255826430589195e+03,-1.889955573348400719e+02,1.260213902893723928e-22
2.550000000000000000e+02,2.020168615582743125e+14,2.020168615582743143e+02,1.483997205419019390e-06,1.483997205419019338e+03,-1.869374454568279305e+02,2.024209479322966834e-22
